boat	elev	nit	pop	wc10	x	y	id	land
0.6353650256081735	0.16489337261008488	NA	-0.3587935392410423	-1.0063605907266298	-83.4375	43.84583333333333	308	95
0.6365936305686479	-0.4805464001779465	NA	-0.3587935392410423	-1.0063605907266298	-83.42916666666667	43.854166666666664	309	11
0.6402533273716758	-0.4805464001779465	-0.12091325639568774	-0.3235740169464069	-1.4141880236485302	-83.8125	43.99583333333333	310	95
0.6406139679087101	1.4557729181861476	-0.7701037069008683	-0.13934880502129715	0.7880670460286114	-83.6375	43.60416666666667	311	82
0.6599917353452153	-0.4805464001779465	NA	-0.3587935392410423	0.13553941961039304	-83.5125	43.74583333333334	312	11
0.67213611416108765	-0.4805464001779465	0.4102421574119926	0.03674881291110205	1.6037125775144687	-83.72916666666667	43.62083333333334	313	95
0.6787015131403373	-0.4805464001779465	NA	-0.3587935392410423	-0.5985424921626729	-83.47083333333335	43.770833333333336	314	11
0.6805556328874307	-0.4805464001779465	-0.23894829309318794	-0.07161895197037438	0.6249304722450849	-83.64583333333334	43.612500000000004	315	11
0.6857776656526509	-0.4805464001779465	NA	-0.3587935392410423	-1.4957516433613216	-83.80416666666667	43.979166666666664	316	11
0.693102599457154	-0.4805464001779465	1.5315705033761033	-0.19624189191882768	0.8696306657414028	-83.95416666666667	43.770833333333336	317	82
